age,monthly_income,employment_status,years_of_employment,credit_score,existing_loan_amount,loan_amount_requested,loan_tenure_months,purpose_of_loan,approved,decision
38.029182884925966,62229.95699413245,Self-Employed,6.635802636661179,753.9413378756861,8199.059704393094,560069.612947192,36,Education,1,Approved
48.951964623047964,84453.76309915802,Self-Employed,6.920388466391662,657.668503053667,14009.136084406797,380041.9339462111,48,Business,1,Approved
55.51719541796596,43537.97732431012,Self-Employed,2.2311246075582365,663.2692348534941,8934.232087247658,304765.8412701709,36,Personal,1,Approved
23.38601770545481,5000.0,Student,3.0688770272889014,609.4712179565128,1752.5246552344786,27500.0,84,Home,0,Rejected
47.525255115840345,66828.56430509023,Salaried,2.8814997105703615,700.6238005579445,26789.744978554267,167071.41076272557,36,Personal,1,Approved
45.1844972171331,25180.705702738014,Self-Employed,9.163062782509142,719.114448282848,5086.077068616034,302168.46843285614,72,Home,1,Approved
43.071761217706666,87433.56562407504,Self-Employed,9.105425200444097,761.5417111297985,12526.571240312356,393451.04530833766,36,Home,0,Rejected
23.028419924003014,59982.358450181855,Self-Employed,0.0,690.7074159072175,32119.69121017055,329902.9714760002,36,Business,1,Approved
49.82523070208021,76726.06981379467,Salaried,6.583056671809812,685.1631005851402,22871.018272373487,268541.24434828135,60,Business,1,Approved
41.25228654329052,57748.39050715964,Salaried,8.084061785110492,650.3240290807448,5256.1059259418835,259867.75728221837,48,Home,0,Rejected
48.62380288499223,3000.0,Unemployed,3.357099332748729,588.2086171777862,501.71147763339275,10500.0,36,Personal,0,Rejected
26.126863799303077,70579.504319262,Salaried,6.36747020403217,680.3311604056219,23613.311045430622,388187.273755941,72,Education,1,Approved
38.994655238539984,10846.96115722194,Unemployed,1.4880164128102602,572.6711011652703,1390.1867839687502,59658.28636472067,48,Vehicle,0,Rejected
33.38431551771953,105025.38088036994,Salaried,4.708506474939302,740.5961819333696,16586.138870085208,735177.6661625896,48,Personal,1,Approved
35.73812929275736,16412.80073752255,Unemployed,3.275374116592447,546.2816925616303,4008.583014549606,90270.40405637403,12,Education,0,Rejected
46.111865443237186,101624.07050077058,Salaried,10.983434897489444,758.1398169088187,15283.895514253498,457308.3172534676,24,Education,1,Approved
26.40742642275746,105869.04511106225,Self-Employed,3.50854595538243,649.7532700131541,47719.39555776909,582279.7481108424,12,Business,1,Approved
57.11795805655389,88917.98566264703,Self-Employed,4.061021285479875,771.5827672933829,16899.447855856433,489048.92114455864,24,Home,1,Approved
41.991698394086356,21856.66184756151,Unemployed,0.6986056693353221,582.0817057999617,7592.071213085254,120211.64016158831,72,Education,0,Rejected
20.575226747622434,13020.477889355105,Student,4.644458277735562,570.8974413439865,2944.0538432219373,58592.15050209797,48,Education,1,Approved
35.54042991321432,28789.493751588972,Unemployed,1.5098646848291706,538.002413857326,4725.218291716938,129552.72188215038,36,Other,0,Rejected
42.249197589684655,110313.2749425421,Self-Employed,0.0,627.9168599627031,30780.39994904979,275783.18735635525,24,Personal,1,Approved
38.68278312030384,102941.93720226482,Salaried,9.881356713314434,768.385276256156,40752.66461073244,463238.71741019166,60,Home,1,Approved
61.11857489483356,59444.276257205136,Salaried,8.779768568262792,759.3953540926537,15149.195793510833,534998.4863148462,72,Personal,1,Approved
33.42178608613932,64513.63044093159,Salaried,6.133107184744767,685.4224056926579,7877.899874032811,290311.33698419214,48,Education,1,Approved
53.40002300691502,21052.080559407485,Unemployed,0.0,579.8712863449258,2476.0987090858475,73682.2819579262,36,Personal,0,Rejected
23.525277313959776,7100.322454259425,Student,0.0,537.979519262615,1871.3271917427314,24851.12858990799,24,Personal,0,Rejected
43.86945930331031,79017.72636508063,Salaried,11.956688248352117,835.0846998955101,39395.80728954116,355579.7686428628,36,Education,1,Approved
31.44390746766454,33648.83494769623,Salaried,7.789322314947476,739.7579276496218,3377.2439742109286,151419.75726463305,24,Education,1,Approved
33.12297716170856,36284.51846158291,Student,1.466913023137895,581.0068497850534,4838.209833877356,253991.62923108038,24,Education,0,Rejected
49.45907255512881,66681.77131364812,Salaried,0.7104508609929727,653.1030987073353,6111.44325284789,300067.9709114165,48,Personal,1,Approved
40.88133124884485,87101.10843317526,Self-Employed,9.193605258629127,782.9921610651687,27056.367033021408,783909.9758985774,24,Vehicle,1,Approved
44.04692013110154,63125.46775161179,Self-Employed,10.071894105871113,825.4214971397261,18512.306134772924,157813.66937902948,24,Home,1,Approved
39.94822858148318,28118.136170593785,Unemployed,0.0,492.61629013312887,4299.425979484663,196826.9531941565,48,Vehicle,0,Rejected
38.7797568889514,31452.018138991065,Self-Employed,5.877818825668392,731.6304416388068,7699.143788160002,283068.1632509196,24,Business,1,Approved
21.942952896581648,26403.31455288559,Student,1.7257734954750434,643.486491180447,3500.327782887919,118814.91548798516,48,Business,1,Approved
31.907371552421473,62908.5980563926,Salaried,7.451123385147996,712.6237343953579,18729.554742223954,220180.09319737408,48,Vehicle,1,Approved
30.550040058678434,81730.4660783452,Salaried,6.448471244231055,669.6047298751696,13069.30024892063,204326.165195863,36,Personal,1,Approved
43.59656503173247,94675.41441029521,Self-Employed,4.381041478566996,653.6556778821332,13795.783476492377,331363.95043603325,84,Business,1,Approved
34.37684713537875,80551.92666945817,Salaried,4.984169034357558,690.5442033768823,22063.603828640746,966623.1200334982,24,Vehicle,1,Approved
47.43608250314084,66150.10667281214,Self-Employed,11.785675757160773,711.1786336181653,4954.694385750476,363825.58670046675,48,Education,1,Approved
30.702589968348384,10857.681269533005,Unemployed,0.0,559.157750906196,2096.040349165171,48859.56571289852,48,Personal,0,Rejected
42.61606237693506,71773.66773631317,Salaried,3.842988424315136,715.466137637905,24822.63491283285,322981.5048134093,36,Education,1,Approved
49.43971652930182,58527.75387366702,Salaried,4.69951732712536,684.0165584403636,7569.370499293164,321902.6463051686,36,Home,1,Approved
20.0,12104.366110380957,Unemployed,2.8650784661233217,618.1048973137105,1547.4993070402904,108939.29499342862,36,Home,0,Rejected
41.470143198316514,88286.62399347316,Salaried,15.099722685874083,850.0,22068.33683387637,309003.18397715606,60,Home,1,Approved
46.81231656450534,81033.3589211586,Salaried,6.47383105737024,672.2950278166709,12600.166887513205,567233.5124481102,60,Vehicle,1,Approved
34.402822372961566,85651.99166704583,Salaried,13.390872033411807,824.950908811282,12722.455539177929,471085.95416875207,84,Personal,1,Approved
34.05546619619133,19425.4783270849,Unemployed,0.18326133521066534,555.647792269623,2431.4041734506577,135978.3482895943,84,Other,0,Rejected
30.20935905855514,39526.477383964375,Student,0.0,571.3932617917642,5698.044766240513,177869.14822783967,48,Education,0,Rejected
35.233008962273914,68078.39780943163,Salaried,14.901372471382102,741.4910271976181,26316.237484149173,476548.78466602135,36,Home,1,Approved
45.34201461374915,65131.01590822532,Salaried,13.535343822516051,785.3408248892226,11608.221892835627,227958.55567878863,36,Vehicle,1,Approved
28.978237475831907,59484.4742136946,Salaried,11.798209873634612,742.3428180783466,11012.302584674722,208195.65974793112,48,Education,1,Approved
57.44357871600184,29476.823580853437,Unemployed,0.125304294101789,522.3955084435523,3549.005345877211,103168.88253298703,48,Business,0,Rejected
23.813341225427244,51387.772350589774,Self-Employed,0.0,683.5921660338581,24078.161577645475,231244.97557765397,36,Personal,1,Approved
49.13224984535602,93404.06305493474,Salaried,4.347190534054663,683.9673345164138,15499.312996243292,326914.2206922716,36,Home,1,Approved
45.76774005539269,67365.68302098388,Salaried,5.077786881468626,705.4247259618074,9497.640928329334,235779.89057344358,36,Business,1,Approved
37.37454341694942,47277.511957752795,Self-Employed,4.740733278648934,713.597717679994,5033.4370569879575,260026.31576764036,12,Business,1,Approved
52.344914124602745,76355.67453429985,Self-Employed,0.0,725.4930147950395,49701.80742903797,419956.20993864915,36,Personal,1,Approved
37.03588887872579,93843.9079318023,Salaried,1.8077879490473556,619.6143938930045,16748.156727087233,328453.67776130803,24,Personal,1,Approved
47.93829486293839,62017.23814425354,Salaried,8.800878747749321,695.0073434856216,5238.384770406318,744206.8577310424,36,Vehicle,1,Approved
21.262833976957346,15021.016309153682,Student,1.0679962515883341,555.0107815761312,4237.353502265664,37552.540772884204,36,Vehicle,0,Rejected
40.82582664111124,121314.53267561056,Salaried,14.50737844512668,733.5625326330303,47150.301942742895,424600.86436463695,84,Vehicle,1,Approved
26.790207753385715,81809.05413588877,Self-Employed,0.0,735.0007741589586,9445.923064808818,572663.3789512214,72,Home,1,Approved
42.83626304967429,46160.72376899814,Salaried,3.499273025273979,682.2362004607951,10496.144570079163,253883.98072948976,36,Personal,1,Approved
40.50098502227419,14786.079152815453,Unemployed,0.10923351578166007,502.78784031625577,1511.6411767221387,81323.435340485,60,Education,0,Rejected
39.83972910702684,67016.1543884763,Self-Employed,14.21889213905748,816.9769944899034,23018.709411900967,804193.8526617156,48,Home,1,Approved
38.50992711627044,60363.94999346594,Self-Employed,10.224400131165691,710.6237526236629,4658.673375692705,332001.7249640627,72,Personal,1,Approved
40.8245879138488,64352.79934701472,Salaried,3.0100318715772656,669.2825188960222,11360.856834605795,160881.9983675368,36,Home,1,Approved
38.595892187828724,78858.75617161187,Salaried,8.902667365097592,667.1086026289922,14485.742164623316,433723.1589438653,48,Home,1,Approved
56.17300728674219,107138.16200719809,Self-Employed,5.24527333066074,734.3326621033566,67367.10028652313,482121.7290323914,36,Vehicle,1,Approved
26.67743758610433,18271.356353253992,Student,0.0,597.4217504544577,3075.982326452234,164442.20717928594,48,Personal,0,Rejected
18.0,8365.950335101596,Student,0.0,598.8659299114104,3724.5063338364616,58561.65234571117,60,Vehicle,0,Rejected
27.928122221289463,31670.364845884462,Unemployed,1.0585856532661286,609.7221003887005,4166.622631536114,110846.27696059561,36,Vehicle,0,Rejected
32.565311544689095,14742.689830226838,Student,1.1676926088620783,609.5880850383736,1024.3975618315994,103198.82881158787,24,Vehicle,0,Rejected
30.329160175738707,5910.374264096745,Unemployed,0.9042318678192255,552.620194048655,587.4732186444048,41372.61984867721,36,Home,0,Rejected
37.735830170025274,86089.5089549112,Salaried,4.468626180591533,715.1977517948494,6863.759482249761,602626.5626843784,60,Vehicle,1,Approved
29.64483146432423,85117.79090074849,Salaried,0.0,621.7992331186523,8571.117772394544,383030.05905336817,12,Education,1,Approved
59.23891222415574,48047.386327890184,Self-Employed,6.021538211715798,673.5877227379665,4520.803060594387,216213.23847550584,72,Personal,1,Approved
41.56748713316467,96345.79123438166,Salaried,7.846216378460035,705.3926738139995,21885.280254053636,529901.8517890992,36,Education,1,Approved
33.50799706806717,14716.15455758972,Student,1.3550657791205962,592.9575355455742,10095.49909348821,51506.54095156402,60,Education,0,Rejected
18.711327129108057,14862.101914617939,Student,4.107979045286831,551.4009319291838,1685.7992801790288,81741.56053039867,36,Education,0,Rejected
44.01049415566398,24549.29454225671,Unemployed,1.3093401791349377,620.3296231551484,3428.613454368039,135021.1199824119,12,Vehicle,0,Rejected
25.351977176049672,97272.96828708606,Salaried,3.3050157106251175,709.3504850130226,22644.810495701928,535001.3255789733,84,Business,1,Approved
48.84791668390765,59760.2713159769,Self-Employed,0.8674089860290355,641.1780365055198,17383.09960895265,418321.89921183826,24,Personal,0,Rejected
20.17475886928501,16123.059424288409,Student,2.352751086294553,679.3131032173012,1852.5763296114765,56430.70798500943,72,Vehicle,1,Approved
37.15410656084132,77555.6170400648,Salaried,8.674862776059205,815.0003535382821,16048.567134903822,426555.8937203564,36,Other,1,Approved
46.61919844748351,37097.1839121862,Self-Employed,10.132819905912443,751.767306760805,21169.522697474204,204034.5115170241,84,Home,1,Approved
22.57602020813366,82611.17628189435,Salaried,11.501530609086547,672.3558174752993,18804.7996152945,991334.1153827322,36,Vehicle,1,Approved
35.856254586431504,80093.89582471883,Self-Employed,6.3364958611645905,776.695252964885,9125.684690309357,440516.42703595356,84,Business,1,Approved
24.043582686119574,28687.78269548323,Student,0.6972792555958408,621.8555641262132,1739.9827560352576,344253.3923457988,36,Personal,0,Rejected
40.692877862360405,91955.09127222314,Salaried,8.963066835975276,727.5126309900411,0.0,643685.638905562,48,Personal,1,Approved
35.37697958985328,61474.63564409015,Salaried,14.159239608994428,783.4698229130538,7935.292147207585,430322.4495086311,48,Business,1,Approved
37.66234530418398,55018.09588169717,Salaried,14.391238845798418,758.5205604005778,4491.086025117685,247581.43146763725,72,Personal,1,Approved
32.89657836067336,71108.41597747571,Salaried,15.072446974392044,801.3757865852724,7071.824023271918,391096.2878761164,36,Other,1,Approved
44.60479415565958,77287.03550186924,Self-Employed,11.814791481172495,695.1068164939861,23230.847829782586,927444.4260224309,84,Personal,1,Approved
32.32258082118493,108623.66085714739,Salaried,4.231580668285458,673.120417778497,49060.195772644765,597430.1347143106,36,Personal,1,Approved
24.915342911900666,9573.908251268136,Unemployed,3.4523101379541385,628.1935001576862,993.2600907276791,114886.89901521764,48,Education,0,Rejected
54.35859375536267,41598.64235171253,Self-Employed,0.2979349031331253,652.7123604432144,16871.768810086403,145595.24823099386,48,Business,1,Approved
39.64074445380648,59048.70339100632,Self-Employed,5.337227196630479,673.5499562774959,14137.592053253102,413340.9237370442,84,Other,1,Approved
28.03072840271566,10093.338352976276,Unemployed,1.440736569130494,571.0545018237974,4147.694773374869,45420.02258839324,60,Vehicle,0,Rejected
38.15788862571684,78994.66576316088,Salaried,8.426886500432675,772.6074347917103,24385.569845926613,710951.991868448,60,Personal,1,Approved
40.99911515423407,59121.56669319622,Salaried,1.9462456804644752,695.9434206907631,9699.646443236352,147803.91673299053,36,Home,1,Approved
54.74224586545641,98491.68586059881,Salaried,2.755887668330188,702.8177571451627,10448.857232038637,689441.8010241917,72,Personal,0,Rejected
42.53683383838771,19790.691537349147,Unemployed,0.0,474.3786466655838,9936.454426128572,89058.11191807115,60,Education,0,Rejected
26.54753523778823,24137.908537210194,Student,2.401990269969542,625.0695220596497,6387.790121181447,84482.67988023568,72,Home,0,Rejected
41.8181870539312,98723.69300301645,Salaried,7.5005149029910765,658.095470907476,10625.014348783212,345532.9255105576,24,Home,1,Approved
25.965533303593762,42684.676225665185,Self-Employed,6.788449218183894,698.1463134105906,3454.481940113045,192081.04301549334,72,Home,1,Approved
39.29023355334027,68856.95478463339,Salaried,10.727395313291378,758.7624138874152,5334.86207589773,309856.29653085023,36,Business,1,Approved
25.354840989116745,14362.955242540875,Student,4.588618104716631,611.1192322805301,7437.028220964565,78996.25383397481,60,Education,0,Rejected
37.116979618993575,78168.67475823374,Self-Employed,0.0,644.2222355409945,19798.687007496337,273590.3616538181,84,Home,1,Approved
39.49488137907101,105855.15228978777,Salaried,8.392009778296686,693.7032380331201,15699.689331857817,582203.3375938328,84,Personal,1,Approved
21.0,87006.45210677516,Salaried,10.119042339041451,734.652761377399,11083.072280030436,478535.4865872634,12,Home,1,Approved
44.86671097317808,16147.776579285508,Unemployed,0.9648291478653993,509.63752890741,1556.7782204178682,72664.99460678479,36,Other,0,Rejected
42.12071898734733,11827.626039668126,Unemployed,0.34658412656059484,487.7136285622604,1389.8560154192828,41396.69113883844,12,Vehicle,0,Rejected
31.210535330292775,72626.69645878053,Self-Employed,1.179154015563431,644.5539435532378,0.0,326820.1340645124,48,Home,1,Approved
36.566428593820355,44295.41038190355,Salaried,2.9332072640624647,644.818610903678,3852.0862410376103,199329.34671856597,60,Home,1,Approved
37.6609614941152,83022.97370090157,Salaried,11.279720811137528,810.916095156687,44333.482199144106,581160.8159063109,24,Education,1,Approved
58.04102260045832,13725.34912626948,Unemployed,0.0,515.0789204721397,2168.8545715527493,123528.14213642533,72,Personal,0,Rejected
34.85175541050365,13591.84171322944,Unemployed,0.2668499057512089,614.3291441002675,2215.9089055359855,61163.28770953248,60,Home,0,Rejected
31.669093819295085,83609.57220722603,Salaried,11.874728844811962,719.5551298318314,16444.801379429133,459852.64713974315,24,Home,1,Approved
42.36634954100434,63891.80670415157,Salaried,1.4214843941533832,756.1639653663203,6060.966422091951,447242.646929061,48,Home,1,Approved
31.474595385520946,63596.61708356072,Salaried,3.7318341380657523,657.279384673035,12725.322893087741,158991.5427089018,72,Education,1,Approved
49.57982778451827,24850.9032792285,Unemployed,1.1822921983660886,553.0190267962917,4740.312057623715,173956.3229545995,84,Education,0,Rejected
43.539849310757646,61546.61968855352,Salaried,9.588864462196604,696.7001029159246,18830.435179225937,430826.33781987464,36,Business,1,Approved
31.04727058436865,90043.63274497507,Salaried,10.385225833688596,681.1989463345616,8584.815400811643,810392.6947047756,60,Vehicle,1,Approved
40.98677760135833,104188.27262578462,Self-Employed,0.24570493842852414,664.9773173621704,7223.253820696494,729317.9083804924,36,Personal,1,Approved
26.115101847032534,13895.530590565573,Student,0.0,645.1722200323471,1685.9865750534225,76425.41824811065,36,Education,0,Rejected
39.9811592371583,66363.38358692444,Salaried,4.4571789418564585,747.9863444643184,7497.194592612741,464543.6851084711,72,Vehicle,1,Approved
23.808762764786128,19786.03746882696,Student,3.80226825093954,625.1323543423777,1624.8110218426732,89037.16860972131,36,Vehicle,0,Rejected
57.501356316863095,85354.77847667708,Salaried,4.838350386594708,674.0489415572316,21459.019489491508,298741.72466836974,60,Vehicle,1,Approved
45.09120102648711,53589.18702647454,Salaried,0.316007267525948,615.4649731179575,0.0,375124.3091853218,36,Personal,1,Approved
30.713080605973484,19321.677128017043,Student,0.0,561.7746606805315,2206.3108330125942,48304.192820042605,36,Home,0,Rejected
42.586561282695655,78111.48512181616,Self-Employed,5.895884306181621,719.1960285280209,16516.90816252187,273390.1979263566,36,Home,1,Approved
38.6400353740225,14585.012389560603,Unemployed,0.19051930373473225,593.3249460164008,1980.4988218916792,65632.55575302271,24,Other,0,Rejected
25.290906993744613,5000.0,Student,0.0,607.868069009377,428.9011613278858,35000.0,36,Business,0,Rejected
41.260364062866635,56648.344658897506,Salaried,5.549106302815256,686.283613332532,4276.796976357833,254917.55096503877,60,Vehicle,1,Approved
28.635298628997397,28280.886474034975,Student,1.0805209910892346,573.1796783493605,10551.950555637683,155544.87560719237,48,Home,0,Rejected
49.62581152222533,97695.59577358369,Salaried,7.707566687714317,729.3760082421102,13881.23676648988,537325.7767547102,36,Vehicle,1,Approved
36.517608364470135,81063.234063496,Salaried,1.2233342789429171,670.9279632268132,14892.549793275424,202658.08515874,60,Education,1,Approved
37.02087714141083,90778.46091500629,Self-Employed,11.145951971527921,776.5101489846061,13411.182822582396,817006.1482350565,60,Personal,1,Approved
33.77951493226201,78894.76460579857,Salaried,6.885304685891107,700.7861983913776,9390.423684593148,197236.91151449643,24,Personal,1,Approved
32.432216717039346,70776.42529683188,Salaried,8.1732680538224,730.0564647801662,3782.4004374205183,495434.97707782313,24,Education,1,Approved
23.850992174894234,31916.38729499071,Student,0.5011076126994172,608.3606801349729,4529.127840191025,79790.96823747677,36,Other,0,Rejected
52.925118172984,76806.43004444838,Self-Employed,8.00486964612313,686.9484456787006,4874.688656793845,268822.50515556935,48,Business,1,Approved
51.78205762374098,68000.1559725869,Salaried,2.775628392297514,706.2392354418789,12987.823077735451,476001.0918081083,24,Other,1,Approved
21.899160591220102,74692.57783343818,Salaried,6.846543122879846,729.7857729472435,12695.614875302055,261424.02241703362,48,Personal,1,Approved
32.34786465161165,25051.993274321263,Unemployed,0.0,612.9628623815762,6037.451454390289,137785.96300876694,60,Education,0,Rejected
20.0,14094.077888347769,Unemployed,3.764112112446841,650.9257680391577,1600.3784836319642,49329.272609217194,84,Vehicle,1,Approved
40.225863462134214,83346.00375921681,Salaried,7.1290648867749775,687.1116637209884,9952.005476373935,291711.01315725886,36,Education,1,Approved
26.712230866273764,28320.972117110236,Student,2.421556849872852,638.937139822579,5979.775624930189,155765.3466441063,36,Business,0,Rejected
40.334997329121144,102643.6893778569,Salaried,10.117028784114623,716.0787509668846,19737.49376805104,359252.9128224992,36,Home,1,Approved
32.30029276731846,80238.07062957875,Salaried,13.444464593998482,850.0,17083.290766737326,280833.2472035256,84,Personal,1,Approved
41.2092421930194,77626.2313319811,Self-Employed,8.255109875804294,786.0865016043854,9705.173897851773,698636.0819878299,36,Education,1,Approved
27.89292559208114,54151.56965035816,Salaried,7.036846770528358,696.4360906578207,9751.261403672526,189530.49377625354,48,Personal,1,Approved
38.31990818812089,68905.96044768191,Self-Employed,11.712946113950574,765.8400720096672,28609.296381583972,620153.6440291372,48,Vehicle,1,Approved
42.699503081723904,72126.7437177859,Salaried,0.0,610.9213603677536,20831.773731501802,396697.0904478224,36,Business,1,Approved
39.35373602320146,61435.73227106128,Salaried,7.270685032250838,813.0415481938007,17629.001140764853,430050.12589742895,48,Home,0,Rejected
38.32638270740379,51805.9036420176,Salaried,7.526187722204512,730.4764768450992,4353.814682220248,466253.1327781584,36,Vehicle,1,Approved
50.259854890509736,77630.52832423142,Salaried,9.575755173107432,707.9269179633437,13442.631764095695,543413.69826962,24,Education,1,Approved
36.613508634883615,19600.434891894445,Unemployed,0.0,523.0688846918326,1856.7087521769201,137203.0442432611,48,Vehicle,0,Rejected
45.05219641459185,68248.52672047653,Salaried,9.035983206595558,662.9353003086412,17500.57708177433,375366.8969626209,60,Personal,1,Approved
60.033186794585305,54775.480411878074,Self-Employed,5.391615343056378,733.607697565776,25269.181423048896,136938.7010296952,36,Other,1,Approved
21.539908853036124,14711.698857871237,Student,3.5130687657795825,575.7941703851761,2394.56634884618,80914.3437182918,72,Personal,0,Rejected
38.21991458562323,85397.0860400529,Salaried,7.966312468149058,766.9444056914531,11482.044036187324,213492.71510013228,24,Vehicle,1,Approved
38.26916349368542,22617.315586278706,Unemployed,4.586584902097607,622.9172055673819,14053.280552085544,101777.92013825418,36,Education,0,Rejected
41.12952726578626,81125.52246287913,Salaried,6.34343927931096,696.07222276353,10485.041927078215,365064.85108295607,36,Business,1,Approved
35.0,8499.48718013722,Student,1.1337817924939493,527.3329576353474,1250.7313944333105,59496.41026096053,24,Other,0,Rejected
27.177162585177786,20160.166173268954,Unemployed,0.0,564.0911512634477,2779.7262808095766,90720.74777971029,48,Business,0,Rejected
23.54381474466782,26970.471813766886,Student,2.6388550221054214,649.4033826543061,2343.965889603598,188793.3026963682,36,Personal,0,Rejected
34.67444700515602,100923.22447879208,Self-Employed,4.854707242005309,727.8459214094397,9886.698059344186,353231.2856757723,24,Education,1,Approved
18.0,22737.34529617278,Student,0.9679836060072387,551.2141483489124,2586.1178720335197,272848.1435540734,36,Personal,0,Rejected
41.12672781880301,77091.12210608632,Self-Employed,3.973435286048159,670.0353322195916,48828.31454556612,346910.04947738844,36,Vehicle,1,Approved
41.14032228901243,70512.37846611867,Salaried,4.892587216051291,686.082467809184,24136.822662654973,387818.08156365267,48,Personal,1,Approved
37.42977792425051,72170.62127158315,Self-Employed,6.908040384002701,674.5960762056162,6772.018050862953,649535.5914442483,24,Education,1,Approved
40.61659798312763,50735.684585858675,Salaried,7.5074770975409875,699.834511768323,10330.12947857007,228310.58063636403,48,Other,1,Approved
23.693374463469215,90475.30899590814,Salaried,4.22796900773314,727.6507077424468,55957.551232609505,1085703.7079508977,48,Personal,1,Approved
48.37042191377364,71818.18308094272,Self-Employed,11.5920835803478,747.8469442577848,4101.393802057228,323181.82386424224,36,Home,1,Approved
27.630480281509083,14777.994013437963,Unemployed,0.32032739201729804,578.7870686551737,4854.95282373155,51722.97904703287,72,Personal,0,Rejected
31.45778138927744,74037.31346100684,Salaried,7.418683929014845,728.3473067506418,9763.725695126104,259130.59711352392,60,Education,1,Approved
21.78018997288482,21948.378747288203,Student,1.3328501986422054,607.0380180933556,3201.669123560413,76819.32561550871,36,Personal,0,Rejected
37.05667430699915,64733.6878789155,Salaried,12.653896068781403,712.9660768917528,22789.918827205678,776804.254546986,60,Business,1,Approved
28.568788367688484,101030.65660666788,Salaried,8.3775276368174,707.2181969361001,1935.6259701170093,353607.29812333756,36,Other,1,Approved
22.20286633707969,27709.12740100017,Student,1.1775649128089205,600.0191069498201,5764.110493882096,124691.07330450077,36,Education,0,Rejected
23.017660248247022,22997.13783944751,Student,0.0,599.720055054023,4891.943286409471,80489.98243806629,72,Other,0,Rejected
37.829905593442284,57015.78662178398,Salaried,5.737652479568187,714.9953367002518,5571.2198403925695,399110.50635248784,48,Education,1,Approved
22.57269548712849,19572.559273525967,Student,0.3441206875682403,658.088106838455,6022.739206321452,107649.07600439282,36,Personal,0,Rejected
39.45654663385191,66292.26871900503,Salaried,9.756256873535914,669.7535913454647,16818.90813539337,364607.4779545277,24,Business,1,Approved
39.728365626639786,84685.98399420813,Salaried,6.284171029736187,659.3242052057863,6931.218487029765,592801.8879594569,60,Vehicle,1,Approved
21.056180195149466,31462.73083393046,Student,1.8309101387718334,593.0995741317815,17780.74604554682,220239.11583751324,24,Business,0,Rejected
29.243054816217434,87543.58546428647,Salaried,0.05143360526136931,763.0283958028162,10564.70082382382,218858.9636607162,36,Personal,1,Approved
22.688287983623308,18215.20832696155,Student,0.0,566.6335171880187,2937.6547980300033,163936.87494265396,48,Home,0,Rejected
43.04269102845714,90476.69340324527,Salaried,4.429345273334413,704.6086656737849,14315.379291283072,633336.8538227169,84,Education,1,Approved
28.674423546493365,27455.87865672316,Student,1.399978512736622,560.6181107224245,4790.008545397515,123551.45395525421,36,Education,0,Rejected
34.79595274556227,56723.02016179387,Salaried,8.788905544700276,692.6770014901022,6807.886368470763,311976.6108898663,60,Personal,1,Approved
37.969273993075646,121854.06618276828,Salaried,0.0,656.5545173120546,20959.55743769936,426489.23163968895,48,Home,1,Approved
24.73248472142083,22321.462827488373,Student,1.0569149599904586,666.1508701327842,4116.102519917567,122768.04555118605,60,Home,0,Rejected
46.9912917212192,106755.97902562557,Salaried,11.860250918201436,772.9698963163246,48754.13501691971,480401.9056153151,36,Personal,1,Approved
38.39886316869829,83152.38743144152,Salaried,7.430162089175916,686.6151027373651,17342.520268557128,291033.3560100453,36,Business,1,Approved
32.19278334049377,15966.623077393357,Unemployed,0.9101182465339931,583.9406914690446,2245.031273555365,111766.36154175349,84,Personal,0,Rejected
61.62335384221066,81252.72648762274,Self-Employed,2.955639129187235,734.5269318246662,22659.81386365456,446889.9956819251,36,Home,1,Approved
18.0,37674.75198699488,Student,0.0,521.3246071697839,3608.5182137039574,339072.7678829539,36,Education,0,Rejected
33.467095607642996,62711.59099393975,Salaried,6.8462206918806014,671.3021178835781,8687.563132151923,282202.1594727289,72,Business,1,Approved
47.6072560902323,24906.308575781048,Salaried,8.242008880861857,724.4027983449469,2126.12227535437,224156.77718202944,60,Personal,1,Approved
39.295441863821694,64554.33351597112,Self-Employed,5.838813527392739,731.4904269309925,14607.312366214861,225940.1673058989,48,Home,1,Approved
34.18731254142885,65573.77465059017,Salaried,7.424239555354548,728.0758010976178,21873.84754313952,360655.760578246,60,Home,1,Approved
33.895391553302645,15256.054078502944,Unemployed,1.1977978546606916,533.6380691759707,2488.1312116294966,53396.189274760305,60,Personal,0,Rejected
40.586979185051234,49840.360651846815,Self-Employed,7.518969338244825,734.5009527076362,6633.960020140938,224281.62293331066,60,Personal,1,Approved
21.0,94314.62546862438,Salaried,0.0,655.5541950645585,53849.859943959294,660202.3782803706,60,Vehicle,1,Approved
34.998271716050716,42816.000738402974,Self-Employed,3.1320406450961205,698.8924958193168,6646.34435825117,235488.00406121637,24,Vehicle,1,Approved
27.28653574323257,92586.45109517098,Salaried,7.396835167486101,743.3029769482797,6816.449072577061,648105.1576661968,60,Other,1,Approved
49.244969635199645,76229.3822495162,Salaried,4.8444699463898315,706.2995701422592,31029.690080691547,343032.2201228229,84,Other,1,Approved
22.062053503035784,75041.6656244966,Salaried,1.0791493555007623,636.6275088356349,3812.6138875738197,337687.4953102347,24,Business,1,Approved
23.658469095469847,88133.98216746474,Salaried,9.113770100337396,768.6469564748418,14540.123543633927,220334.95541866185,60,Business,1,Approved
37.787776898641134,72257.29750668602,Self-Employed,6.427662809472112,704.4766944729979,7930.413140804639,252900.5412734011,60,Home,1,Approved
